participant_id,response_id,scenario,topic,shown_code_1,shown_code_2,shown_type_1,shown_type_2,pair,preferred_code,preferred_type,preferred_type_name,no_clear_preference
P054,R_8jUwtXkghMAko4Z,N3,Nausea/vomiting/diarrhea,N3A,N3C,A,C,A|C,N3A,A,Rule-based decision path,False
P057,R_2eQKZJlPjVkBdRH,N3,Nausea/vomiting/diarrhea,N3A,N3D,A,D,A|D,N3A,A,Rule-based decision path,False
P059,R_2HrQQwfw9gObwJz,N3,Nausea/vomiting/diarrhea,N3C,N3D,C,D,C|D,N3D,D,LLM natural-language explanation,False
P062,R_29if10lWZQQSQN4,N3,Nausea/vomiting/diarrhea,N3C,N3E,C,E,C|E,N3E,E,Doctor-written-style explanation,False
P001,R_2siP2AR4k5kxlQd,N4,Nausea/vomiting/diarrhea,N4B,N4C,B,C,B|C,N4C,C,Counterfactual explanation,False
P005,R_2mk0Otms6W3G7m6,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4A,A,Rule-based decision path,False
P007,R_8eXG1jT9WHRNk6g,N4,Nausea/vomiting/diarrhea,N4B,N4C,B,C,B|C,N4B,B,Local feature-attribution / key-factor explanation,False
P009,R_2CJjxOa0OLMTNE1,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P014,R_2AjdnF20eeiyFcR,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P015,R_2hyaVao3MYVnU6V,N4,Nausea/vomiting/diarrhea,N4B,N4E,B,E,B|E,N4E,E,Doctor-written-style explanation,False
P017,R_28IjKGpZ0JV8Bd7,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,N4,Nausea/vomiting/diarrhea,N4B,N4E,B,E,B|E,N4E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,N4,Nausea/vomiting/diarrhea,N4B,N4E,B,E,B|E,N4E,E,Doctor-written-style explanation,False
P022,R_2kM6LikSFtKGR2U,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P024,R_2gMzN6NBgzZJ0Mb,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P025,R_8OHDD9l9hNnRn3F,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4A,A,Rule-based decision path,False
P026,R_2dnacUtaiDoQt0u,N4,Nausea/vomiting/diarrhea,N4B,N4C,B,C,B|C,N4B,B,Local feature-attribution / key-factor explanation,False
P027,R_2anPrrpI4mN0rAa,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P028,R_2Xoi8XWGpvrHu2s,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P029,R_2If52xcbQMEJyPn,N4,Nausea/vomiting/diarrhea,N4C,N4D,C,D,C|D,N4C,C,Counterfactual explanation,False
P036,R_2GE84SlDOivjQig,N4,Nausea/vomiting/diarrhea,N4A,N4C,A,C,A|C,N4A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,N4,Nausea/vomiting/diarrhea,N4B,N4E,B,E,B|E,N4B,B,Local feature-attribution / key-factor explanation,False
P041,R_8fMgmliGsAUQpMJ,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,N4,Nausea/vomiting/diarrhea,N4A,N4E,A,E,A|E,N4A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,N4,Nausea/vomiting/diarrhea,N4A,N4C,A,C,A|C,N4A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P053,R_2dd6WbDazlsp6GR,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P054,R_8jUwtXkghMAko4Z,N4,Nausea/vomiting/diarrhea,N4D,N4E,D,E,D|E,N4E,E,Doctor-written-style explanation,False
P059,R_2HrQQwfw9gObwJz,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4A,A,Rule-based decision path,False
P062,R_29if10lWZQQSQN4,N4,Nausea/vomiting/diarrhea,N4A,N4B,A,B,A|B,N4B,B,Local feature-attribution / key-factor explanation,False
P001,R_2siP2AR4k5kxlQd,N5,Nausea/vomiting/diarrhea,N5B,N5D,B,D,B|D,N5D,D,LLM natural-language explanation,False
P005,R_2mk0Otms6W3G7m6,N5,Nausea/vomiting/diarrhea,N5C,N5E,C,E,C|E,N5E,E,Doctor-written-style explanation,False
P007,R_8eXG1jT9WHRNk6g,N5,Nausea/vomiting/diarrhea,N5B,N5E,B,E,B|E,N5B,B,Local feature-attribution / key-factor explanation,False
P009,R_2CJjxOa0OLMTNE1,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5D,D,LLM natural-language explanation,False
P010,R_8ksIbWWcn2o4emB,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P012,R_8kHr5DLgYiobzXY,N5,Nausea/vomiting/diarrhea,N5B,N5C,B,C,B|C,N5B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P015,R_2hyaVao3MYVnU6V,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P017,R_28IjKGpZ0JV8Bd7,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P018,R_8onlXHxwbhXjDGm,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5D,D,LLM natural-language explanation,False
P020,R_2nGbLUYu0UNb0Ax,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P021,R_2m8uvmVPOFVMslr,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P024,R_2gMzN6NBgzZJ0Mb,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P025,R_8OHDD9l9hNnRn3F,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P026,R_2dnacUtaiDoQt0u,N5,Nausea/vomiting/diarrhea,N5D,N5E,D,E,D|E,N5E,E,Doctor-written-style explanation,False
P027,R_2anPrrpI4mN0rAa,N5,Nausea/vomiting/diarrhea,N5A,N5C,A,C,A|C,N5A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,N5,Nausea/vomiting/diarrhea,N5B,N5D,B,D,B|D,N5B,B,Local feature-attribution / key-factor explanation,False
P029,R_2If52xcbQMEJyPn,N5,Nausea/vomiting/diarrhea,N5A,N5E,A,E,A|E,N5A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,N5,Nausea/vomiting/diarrhea,N5B,N5E,B,E,B|E,N5E,E,Doctor-written-style explanation,False
P037,R_8Ym68fZB8lcHaLU,N5,Nausea/vomiting/diarrhea,N5A,N5B,A,B,A|B,N5A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P042,R_2rkSvqGWFPcgMzT,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P043,R_2QbMl2dK6QFsqD7,N5,Nausea/vomiting/diarrhea,N5C,N5D,C,D,C|D,N5C,C,Counterfactual explanation,False
P045,R_2AuWuLj6hrD3vbP,N5,Nausea/vomiting/diarrhea,N5D,N5E,D,E,D|E,N5D,D,LLM natural-language explanation,False
P048,R_2fvsGTsQzT2unVi,N5,Nausea/vomiting/diarrhea,N5D,N5E,D,E,D|E,N5E,E,Doctor-written-style explanation,False
P052,R_8hng6Y9RSLYM1uE,N5,Nausea/vomiting/diarrhea,N5B,N5C,B,C,B|C,N5C,C,Counterfactual explanation,False
P053,R_2dd6WbDazlsp6GR,N5,Nausea/vomiting/diarrhea,N5B,N5C,B,C,B|C,N5B,B,Local feature-attribution / key-factor explanation,False
P054,R_8jUwtXkghMAko4Z,N5,Nausea/vomiting/diarrhea,N5B,N5C,B,C,B|C,N5C,C,Counterfactual explanation,False
P056,R_8raIXWlKLqKNVMR,N5,Nausea/vomiting/diarrhea,N5A,N5D,A,D,A|D,N5D,D,LLM natural-language explanation,False
P001,R_2siP2AR4k5kxlQd,S1,Skin/rash/itching,S1B,S1D,B,D,B|D,S1D,D,LLM natural-language explanation,False
P004,R_2QsZYZ5xhhmtprB,S1,Skin/rash/itching,S1B,S1C,B,C,B|C,S1B,B,Local feature-attribution / key-factor explanation,False
P010,R_8ksIbWWcn2o4emB,S1,Skin/rash/itching,S1A,S1C,A,C,A|C,S1A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P015,R_2hyaVao3MYVnU6V,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P016,R_82Wg73Egv47VMfa,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,S1,Skin/rash/itching,S1A,S1C,A,C,A|C,S1A,A,Rule-based decision path,False
P022,R_2kM6LikSFtKGR2U,S1,Skin/rash/itching,S1A,S1C,A,C,A|C,S1C,C,Counterfactual explanation,False
P026,R_2dnacUtaiDoQt0u,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,S1,Skin/rash/itching,S1C,S1D,C,D,C|D,S1C,C,Counterfactual explanation,False
P041,R_8fMgmliGsAUQpMJ,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,S1,Skin/rash/itching,S1A,S1B,A,B,A|B,S1A,A,Rule-based decision path,False
P046,R_2znLVXbmg45JWPC,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,S1,Skin/rash/itching,S1A,S1D,A,D,A|D,S1A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P053,R_2dd6WbDazlsp6GR,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P054,R_8jUwtXkghMAko4Z,S1,Skin/rash/itching,S1A,S1E,A,E,A|E,S1A,A,Rule-based decision path,False
P059,R_2HrQQwfw9gObwJz,S1,Skin/rash/itching,S1C,S1E,C,E,C|E,S1E,E,Doctor-written-style explanation,False
P001,R_2siP2AR4k5kxlQd,S2,Skin/rash/itching,S2D,S2E,D,E,D|E,S2E,E,Doctor-written-style explanation,False
P004,R_2QsZYZ5xhhmtprB,S2,Skin/rash/itching,S2A,S2D,A,D,A|D,S2A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,S2,Skin/rash/itching,S2B,S2D,B,D,B|D,S2B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,S2,Skin/rash/itching,S2B,S2D,B,D,B|D,S2B,B,Local feature-attribution / key-factor explanation,False
P015,R_2hyaVao3MYVnU6V,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P016,R_82Wg73Egv47VMfa,S2,Skin/rash/itching,S2B,S2C,B,C,B|C,S2B,B,Local feature-attribution / key-factor explanation,False
P017,R_28IjKGpZ0JV8Bd7,S2,Skin/rash/itching,S2C,S2E,C,E,C|E,S2E,E,Doctor-written-style explanation,False
P018,R_8onlXHxwbhXjDGm,S2,Skin/rash/itching,S2B,S2C,B,C,B|C,S2C,C,Counterfactual explanation,False
P020,R_2nGbLUYu0UNb0Ax,S2,Skin/rash/itching,S2C,S2E,C,E,C|E,S2E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,S2,Skin/rash/itching,S2B,S2D,B,D,B|D,S2B,B,Local feature-attribution / key-factor explanation,False
P026,R_2dnacUtaiDoQt0u,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P027,R_2anPrrpI4mN0rAa,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P036,R_2GE84SlDOivjQig,S2,Skin/rash/itching,S2A,S2B,A,B,A|B,S2A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,S2,Skin/rash/itching,S2A,S2B,A,B,A|B,S2A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,S2,Skin/rash/itching,S2A,S2B,A,B,A|B,S2A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,S2,Skin/rash/itching,S2A,S2B,A,B,A|B,S2A,A,Rule-based decision path,False
P046,R_2znLVXbmg45JWPC,S2,Skin/rash/itching,S2B,S2D,B,D,B|D,S2B,B,Local feature-attribution / key-factor explanation,False
P048,R_2fvsGTsQzT2unVi,S2,Skin/rash/itching,S2A,S2C,A,C,A|C,S2A,A,Rule-based decision path,False
P052,R_8hng6Y9RSLYM1uE,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P053,R_2dd6WbDazlsp6GR,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P054,R_8jUwtXkghMAko4Z,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2D,D,LLM natural-language explanation,False
P057,R_2eQKZJlPjVkBdRH,S2,Skin/rash/itching,S2A,S2E,A,E,A|E,S2E,E,Doctor-written-style explanation,False
P059,R_2HrQQwfw9gObwJz,S2,Skin/rash/itching,S2D,S2E,D,E,D|E,S2D,D,LLM natural-language explanation,False
P062,R_29if10lWZQQSQN4,S2,Skin/rash/itching,S2C,S2D,C,D,C|D,S2C,C,Counterfactual explanation,False
P001,R_2siP2AR4k5kxlQd,S3,Skin/rash/itching,S3A,S3C,A,C,A|C,S3C,C,Counterfactual explanation,False
P004,R_2QsZYZ5xhhmtprB,S3,Skin/rash/itching,S3C,S3E,C,E,C|E,S3E,E,Doctor-written-style explanation,False
P005,R_2mk0Otms6W3G7m6,S3,Skin/rash/itching,S3A,S3D,A,D,A|D,S3A,A,Rule-based decision path,False
P007,R_8eXG1jT9WHRNk6g,S3,Skin/rash/itching,S3A,S3C,A,C,A|C,S3A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,S3,Skin/rash/itching,S3A,S3E,A,E,A|E,S3A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,S3,Skin/rash/itching,S3C,S3E,C,E,C|E,S3E,E,Doctor-written-style explanation,False
P015,R_2hyaVao3MYVnU6V,S3,Skin/rash/itching,S3A,S3E,A,E,A|E,S3A,A,Rule-based decision path,False
P016,R_82Wg73Egv47VMfa,S3,Skin/rash/itching,S3D,S3E,D,E,D|E,S3E,E,Doctor-written-style explanation,False
P017,R_28IjKGpZ0JV8Bd7,S3,Skin/rash/itching,S3A,S3D,A,D,A|D,S3A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,S3,Skin/rash/itching,S3D,S3E,D,E,D|E,S3E,E,Doctor-written-style explanation,False
P020,R_2nGbLUYu0UNb0Ax,S3,Skin/rash/itching,S3D,S3E,D,E,D|E,S3E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,S3,Skin/rash/itching,S3D,S3E,D,E,D|E,S3E,E,Doctor-written-style explanation,False
P022,R_2kM6LikSFtKGR2U,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P026,R_2dnacUtaiDoQt0u,S3,Skin/rash/itching,S3A,S3E,A,E,A|E,S3A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P036,R_2GE84SlDOivjQig,S3,Skin/rash/itching,S3C,S3E,C,E,C|E,S3E,E,Doctor-written-style explanation,False
P041,R_8fMgmliGsAUQpMJ,S3,Skin/rash/itching,S3C,S3D,C,D,C|D,S3D,D,LLM natural-language explanation,False
P042,R_2rkSvqGWFPcgMzT,S3,Skin/rash/itching,S3C,S3D,C,D,C|D,S3C,C,Counterfactual explanation,False
P043,R_2QbMl2dK6QFsqD7,S3,Skin/rash/itching,S3C,S3D,C,D,C|D,S3C,C,Counterfactual explanation,False
P046,R_2znLVXbmg45JWPC,S3,Skin/rash/itching,S3A,S3C,A,C,A|C,S3A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P052,R_8hng6Y9RSLYM1uE,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P053,R_2dd6WbDazlsp6GR,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P054,R_8jUwtXkghMAko4Z,S3,Skin/rash/itching,S3B,S3E,B,E,B|E,S3E,E,Doctor-written-style explanation,False
P059,R_2HrQQwfw9gObwJz,S3,Skin/rash/itching,S3A,S3B,A,B,A|B,S3A,A,Rule-based decision path,False
P001,R_2siP2AR4k5kxlQd,S4,Skin/rash/itching,S4A,S4E,A,E,A|E,S4A,A,Rule-based decision path,False
P004,R_2QsZYZ5xhhmtprB,S4,Skin/rash/itching,S4B,S4D,B,D,B|D,S4B,B,Local feature-attribution / key-factor explanation,False
P005,R_2mk0Otms6W3G7m6,S4,Skin/rash/itching,S4B,S4C,B,C,B|C,S4B,B,Local feature-attribution / key-factor explanation,False
P010,R_8ksIbWWcn2o4emB,S4,Skin/rash/itching,S4C,S4E,C,E,C|E,S4E,E,Doctor-written-style explanation,False
P014,R_2AjdnF20eeiyFcR,S4,Skin/rash/itching,S4B,S4E,B,E,B|E,S4E,E,Doctor-written-style explanation,False
P015,R_2hyaVao3MYVnU6V,S4,Skin/rash/itching,S4B,S4D,B,D,B|D,S4B,B,Local feature-attribution / key-factor explanation,False
P016,R_82Wg73Egv47VMfa,S4,Skin/rash/itching,S4A,S4B,A,B,A|B,S4A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,S4,Skin/rash/itching,S4B,S4D,B,D,B|D,S4B,B,Local feature-attribution / key-factor explanation,False
P018,R_8onlXHxwbhXjDGm,S4,Skin/rash/itching,S4A,S4B,A,B,A|B,S4A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,S4,Skin/rash/itching,S4A,S4B,A,B,A|B,S4A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,S4,Skin/rash/itching,S4A,S4E,A,E,A|E,S4A,A,Rule-based decision path,False
P026,R_2dnacUtaiDoQt0u,S4,Skin/rash/itching,S4B,S4C,B,C,B|C,S4B,B,Local feature-attribution / key-factor explanation,False
P027,R_2anPrrpI4mN0rAa,S4,Skin/rash/itching,S4A,S4E,A,E,A|E,S4A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,S4,Skin/rash/itching,S4A,S4D,A,D,A|D,S4A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,S4,Skin/rash/itching,S4C,S4E,C,E,C|E,S4E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,S4,Skin/rash/itching,S4B,S4E,B,E,B|E,S4E,E,Doctor-written-style explanation,False
P043,R_2QbMl2dK6QFsqD7,S4,Skin/rash/itching,S4C,S4E,C,E,C|E,S4E,E,Doctor-written-style explanation,False
P046,R_2znLVXbmg45JWPC,S4,Skin/rash/itching,S4D,S4E,D,E,D|E,S4E,E,Doctor-written-style explanation,False
P048,R_2fvsGTsQzT2unVi,S4,Skin/rash/itching,S4D,S4E,D,E,D|E,S4E,E,Doctor-written-style explanation,False
P052,R_8hng6Y9RSLYM1uE,S4,Skin/rash/itching,S4A,S4C,A,C,A|C,S4A,A,Rule-based decision path,False
P053,R_2dd6WbDazlsp6GR,S4,Skin/rash/itching,S4A,S4C,A,C,A|C,S4A,A,Rule-based decision path,False
P054,R_8jUwtXkghMAko4Z,S4,Skin/rash/itching,S4A,S4C,A,C,A|C,S4A,A,Rule-based decision path,False
P056,R_8raIXWlKLqKNVMR,S4,Skin/rash/itching,S4C,S4E,C,E,C|E,S4E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,S4,Skin/rash/itching,S4B,S4D,B,D,B|D,S4D,D,LLM natural-language explanation,False
P005,R_2mk0Otms6W3G7m6,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5D,D,LLM natural-language explanation,False
P007,R_8eXG1jT9WHRNk6g,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5D,D,LLM natural-language explanation,False
P010,R_8ksIbWWcn2o4emB,S5,Skin/rash/itching,S5B,S5D,B,D,B|D,S5B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,S5,Skin/rash/itching,S5A,S5C,A,C,A|C,S5A,A,Rule-based decision path,False
P015,R_2hyaVao3MYVnU6V,S5,Skin/rash/itching,S5C,S5E,C,E,C|E,S5E,E,Doctor-written-style explanation,False
P016,R_82Wg73Egv47VMfa,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5C,C,Counterfactual explanation,False
P017,R_28IjKGpZ0JV8Bd7,S5,Skin/rash/itching,S5C,S5E,C,E,C|E,S5E,E,Doctor-written-style explanation,False
P018,R_8onlXHxwbhXjDGm,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5C,C,Counterfactual explanation,False
P020,R_2nGbLUYu0UNb0Ax,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5C,C,Counterfactual explanation,False
P021,R_2m8uvmVPOFVMslr,S5,Skin/rash/itching,S5B,S5C,B,C,B|C,S5C,C,Counterfactual explanation,False
P022,R_2kM6LikSFtKGR2U,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5C,C,Counterfactual explanation,False
P026,R_2dnacUtaiDoQt0u,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5E,E,Doctor-written-style explanation,False
P027,R_2anPrrpI4mN0rAa,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5C,C,Counterfactual explanation,False
P036,R_2GE84SlDOivjQig,S5,Skin/rash/itching,S5B,S5D,B,D,B|D,S5B,B,Local feature-attribution / key-factor explanation,False
P041,R_8fMgmliGsAUQpMJ,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5D,D,LLM natural-language explanation,False
P043,R_2QbMl2dK6QFsqD7,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5E,E,Doctor-written-style explanation,False
P046,R_2znLVXbmg45JWPC,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5E,E,Doctor-written-style explanation,False
P048,R_2fvsGTsQzT2unVi,S5,Skin/rash/itching,S5D,S5E,D,E,D|E,S5E,E,Doctor-written-style explanation,False
P052,R_8hng6Y9RSLYM1uE,S5,Skin/rash/itching,S5B,S5D,B,D,B|D,S5B,B,Local feature-attribution / key-factor explanation,False
P053,R_2dd6WbDazlsp6GR,S5,Skin/rash/itching,S5B,S5D,B,D,B|D,S5B,B,Local feature-attribution / key-factor explanation,False
P054,R_8jUwtXkghMAko4Z,S5,Skin/rash/itching,S5B,S5D,B,D,B|D,S5B,B,Local feature-attribution / key-factor explanation,False
P057,R_2eQKZJlPjVkBdRH,S5,Skin/rash/itching,S5A,S5C,A,C,A|C,S5A,A,Rule-based decision path,False
P059,R_2HrQQwfw9gObwJz,S5,Skin/rash/itching,S5C,S5D,C,D,C|D,S5D,D,LLM natural-language explanation,False
